Text,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day_of_Week,Clean_Text,Vader_Score,Sentiment,temp_list
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",2021-06-10 10:00:00, WindWhisperer ,Instagram,14,28,Canada,2021,June,Thursday,apprehens whisper wind forecast uncertainti mind weather vane spin wildli storm doubt,-0.3612,negative,"['apprehens', 'whisper', 'wind', 'forecast', 'uncertainti', 'mind', 'weather', 'vane', 'spin', 'wildli', 'storm', 'doubt']"
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",2020-02-22 15:20:00, MazeExplorer ,Facebook,22,44,USA,2020,February,Saturday,overwhelm maze expect minotaur pressur lurk labyrinth wait devour spirit resili,-0.2023,negative,"['overwhelm', 'maze', 'expect', 'minotaur', 'pressur', 'lurk', 'labyrinth', 'wait', 'devour', 'spirit', 'resili']"
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",2018-03-17 14:45:00, WoundedGarden ,Twitter,16,32,UK,2018,March,Saturday,jealousi fester wound pain intensifi glanc garden other achiev bloom beyond fenc,-0.5106,negative,"['jealousi', 'fester', 'wound', 'pain', 'intensifi', 'glanc', 'garden', 'other', 'achiev', 'bloom', 'beyond', 'fenc']"
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",2022-10-28 11:15:00, RuinedHeart ,Instagram,25,50,Australia,2022,October,Friday,devast heart ruin echo shatter dream reverber chamber requiem whole,-0.4215,negative,"['devast', 'heart', 'ruin', 'echo', 'shatter', 'dream', 'reverber', 'chamber', 'requiem', 'whole']"
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",2020-11-01 12:30:00, KnotUntangler ,Facebook,14,28,India,2020,November,Sunday,frustrat attempt untangl knot confus thread understand slip labyrinth miscommun,0.0,neutral,"['frustrat', 'attempt', 'untangl', 'knot', 'confus', 'thread', 'understand', 'slip', 'labyrinth', 'miscommun']"
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",2021-01-15 22:10:00, ElusiveKeys ,Twitter,20,40,USA,2021,January,Friday,enviou eye lock treasur chest opportun heartach fuel desir key seem forev elus,0.0,neutral,"['enviou', 'eye', 'lock', 'treasur', 'chest', 'opportun', 'heartach', 'fuel', 'desir', 'key', 'seem', 'forev', 'elus']"
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",2018-08-18 14:00:00, IndifferentFort ,Instagram,12,24,Australia,2018,August,Saturday,dismiss gestur curtain drawn shield vulner stage emot take backseat perform indiffer,0.0,neutral,"['dismiss', 'gestur', 'curtain', 'drawn', 'shield', 'vulner', 'stage', 'emot', 'take', 'backseat', 'perform', 'indiffer']"
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",2022-01-07 11:10:00, DreamMosaic ,Twitter,15,30,Canada,2022,January,Friday,shatter dream lie floor like fragment glass mosaic disappoint craft hand frustrat,0.6124,positive,"['shatter', 'dream', 'lie', 'floor', 'like', 'fragment', 'glass', 'mosaic', 'disappoint', 'craft', 'hand', 'frustrat']"
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",2019-09-19 03:30:00, NocturnalEcho ,Facebook,18,36,Australia,2019,September,Thursday,loneli silent companion night echo chamber solitud heart solitari nocturn,0.0,neutral,"['loneli', 'silent', 'companion', 'night', 'echo', 'chamber', 'solitud', 'heart', 'solitari', 'nocturn']"
Awe-struck by the breathtaking sunrise over the mountains.      ,2022-04-03 06:15:00, NatureAdmirer  ,Instagram,28,55,USA,2022,April,Sunday,awestruck breathtak sunris mountain,0.0,neutral,"['awestruck', 'breathtak', 'sunris', 'mountain']"
Navigating through the challenges with determination.          ,2023-10-12 10:30:00, GoalPursuer    ,Twitter,15,30,Canada,2023,October,Thursday,navig challeng determin,0.0,neutral,"['navig', 'challeng', 'determin']"
Nostalgia hits while flipping through an old photo album.     ,2019-06-28 19:00:00, MemoryLane     ,Facebook,22,45,UK,2019,June,Friday,nostalgia hit flip old photo album,0.0,neutral,"['nostalgia', 'hit', 'flip', 'old', 'photo', 'album']"
Thrilled to witness the grandeur of a cultural festival.       ,2020-09-15 14:45:00, CultureEnthusiast ,Instagram,40,80,India,2020,September,Tuesday,thrill wit grandeur cultur festiv,0.7096,positive,"['thrill', 'wit', 'grandeur', 'cultur', 'festiv']"
Calmness found in the rhythm of raindrops on the windowpane.   ,2017-11-08 21:20:00, RainWatcher    ,Twitter,18,35,Australia,2017,November,Wednesday,calm found rhythm raindrop windowpan,0.3182,positive,"['calm', 'found', 'rhythm', 'raindrop', 'windowpan']"
Overwhelmed by the support received during a personal challenge.,2021-05-20 17:30:00, PersonalJourney ,Facebook,25,50,USA,2021,May,Thursday,overwhelm support receiv person challeng,0.25,positive,"['overwhelm', 'support', 'receiv', 'person', 'challeng']"
Excitement builds as the countdown to a long-awaited vacation begins. ,2023-01-10 12:00:00, VacationDreamer ,Instagram,30,60,France,2023,January,Tuesday,excit build countdown longawait vacat begin,0.0,neutral,"['excit', 'build', 'countdown', 'longawait', 'vacat', 'begin']"
"Reflecting on life's journey, grateful for the lessons learned. ",2018-12-05 08:45:00, LifeLearner   ,Twitter,35,70,Brazil,2018,December,Wednesday,reflect life journey grate lesson learn,0.0,neutral,"['reflect', 'life', 'journey', 'grate', 'lesson', 'learn']"
Bittersweet emotions arise while bidding farewell to a dear friend. ,2020-03-15 18:30:00, FarewellSender ,Instagram,20,40,Japan,2020,March,Sunday,bittersweet emot aris bid farewel dear friend,0.6705,positive,"['bittersweet', 'emot', 'aris', 'bid', 'farewel', 'dear', 'friend']"
Curiosity sparked by exploring a mysterious ancient ruin.      ,2016-08-22 15:10:00, HistoryExplorer ,Facebook,18,35,Greece,2016,August,Monday,curios spark explor mysteri ancient ruin,-0.4404,negative,"['curios', 'spark', 'explor', 'mysteri', 'ancient', 'ruin']"
Admiration for the intricate details of a handcrafted masterpiece. ,2019-08-20 16:00:00, CraftEnthusiast ,Instagram,25,50,USA,2019,August,Tuesday,admir intric detail handcraft masterpiec,0.0,neutral,"['admir', 'intric', 'detail', 'handcraft', 'masterpiec']"
Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,2021-12-08 19:30:00, WinterLover     ,Twitter,18,35,Canada,2021,December,Wednesday,overjoy warmth cozi fireplac winter even,0.4588,positive,"['overjoy', 'warmth', 'cozi', 'fireplac', 'winter', 'even']"
Inspiration strikes while observing the colors of a vibrant sunset.,2020-06-10 20:45:00, SunsetWatcher   ,Instagram,30,60,UK,2020,June,Wednesday,inspir strike observ color vibrant sunset,0.4404,positive,"['inspir', 'strike', 'observ', 'color', 'vibrant', 'sunset']"
Motivated to achieve fitness goals after an invigorating workout.  ,2022-02-28 07:15:00, FitnessJunkie   ,Facebook,40,80,Australia,2022,February,Monday,motiv achiev fit goal invigor workout,0.3612,positive,"['motiv', 'achiev', 'fit', 'goal', 'invigor', 'workout']"
Gratitude for the simple joys found in a cup of morning coffee.    ,2017-04-15 08:00:00, CoffeeLover     ,Twitter,22,45,India,2017,April,Saturday,gratitud simpl joy found cup morn coffe,0.5859,positive,"['gratitud', 'simpl', 'joy', 'found', 'cup', 'morn', 'coffe']"
Feeling empowered after conquering a challenging hiking trail.     ,2018-09-05 14:20:00, HikingExplorer  ,Instagram,35,70,USA,2018,September,Wednesday,feel empow conquer challeng hike trail,0.0,neutral,"['feel', 'empow', 'conquer', 'challeng', 'hike', 'trail']"
Amused by the antics of playful kittens during playtime.           ,2022-10-22 12:45:00, KittyObserver   ,Facebook,15,30,Canada,2022,October,Saturday,amus antic play kitten playtim,0.34,positive,"['amus', 'antic', 'play', 'kitten', 'playtim']"
Contemplating life's mysteries under the starry night sky.         ,2016-07-02 23:30:00, Stargazer       ,Twitter,28,55,UK,2016,July,Saturday,contempl life mysteri starri night sky,0.0,neutral,"['contempl', 'life', 'mysteri', 'starri', 'night', 'sky']"
Joyful reunion with long-lost friends after years of separation.   ,2020-11-18 17:10:00, FriendshipRenewal ,Instagram,20,40,India,2020,November,Wednesday,joy reunion longlost friend year separ,0.7906,positive,"['joy', 'reunion', 'longlost', 'friend', 'year', 'separ']"
Excitement builds while preparing for a surprise celebration.     ,2023-03-05 15:00:00, CelebrationPlanner ,Facebook,30,60,Australia,2023,March,Sunday,excit build prepar surpris celebr,0.0,neutral,"['excit', 'build', 'prepar', 'surpris', 'celebr']"
Satisfaction derived from successfully completing a DIY project.  ,2015-12-01 11:30:00, DIYEnthusiast   ,Twitter,25,50,USA,2015,December,Tuesday,satisfact deriv success complet diy project,0.5719,positive,"['satisfact', 'deriv', 'success', 'complet', 'diy', 'project']"
Feeling blessed for the supportive community in times of need.    ,2021-09-10 09:45:00, CommunityHelper ,Instagram,18,35,UK,2021,September,Friday,feel bless support commun time need,0.6705,positive,"['feel', 'bless', 'support', 'commun', 'time', 'need']"
Captivated by the serenity of a tranquil garden in full bloom.     ,2018-05-12 14:20:00, GardenEnthusiast ,Facebook,22,45,Canada,2018,May,Saturday,captiv seren tranquil garden full bloom,0.0516,positive,"['captiv', 'seren', 'tranquil', 'garden', 'full', 'bloom']"
Anticipation for an upcoming adventure in an exotic destination.   ,2022-07-25 10:00:00, Wanderlust      ,Twitter,40,80,India,2022,July,Monday,anticip upcom adventur exot destin,0.0,neutral,"['anticip', 'upcom', 'adventur', 'exot', 'destin']"
Reflecting on personal growth achieved through life experiences.  ,2019-03-08 18:30:00, GrowthSeeker    ,Instagram,35,70,USA,2019,March,Friday,reflect person growth achiev life experi,0.3818,positive,"['reflect', 'person', 'growth', 'achiev', 'life', 'experi']"
Nostalgic memories flood in while revisiting childhood favorites. ,2017-01-28 21:15:00, ChildhoodMemories ,Facebook,20,40,Australia,2017,January,Saturday,nostalg memori flood revisit childhood favorit,0.0,neutral,"['nostalg', 'memori', 'flood', 'revisit', 'childhood', 'favorit']"
Appreciation for the vibrant culture experienced during travel.   ,2016-11-14 13:45:00, CultureExplorer ,Twitter,28,55,UK,2016,November,Monday,appreci vibrant cultur experienc travel,0.5267,positive,"['appreci', 'vibrant', 'cultur', 'experienc', 'travel']"
Confidence soars after overcoming public speaking anxiety.       ,2020-04-02 17:30:00, PublicSpeaker   ,Instagram,15,30,USA,2020,April,Thursday,confid soar overcom public speak anxieti,0.0,neutral,"['confid', 'soar', 'overcom', 'public', 'speak', 'anxieti']"
Contentment in the midst of a family gathering filled with laughter. ,2023-01-15 19:00:00, FamilyCelebration ,Facebook,25,50,Canada,2023,January,Sunday,content midst famili gather fill laughter,0.4939,positive,"['content', 'midst', 'famili', 'gather', 'fill', 'laughter']"
Enthusiasm for learning new skills and expanding knowledge.      ,2018-08-07 12:15:00, LifelongLearner ,Twitter,30,60,India,2018,August,Tuesday,enthusiasm learn new skill expand knowledg,0.6369,positive,"['enthusiasm', 'learn', 'new', 'skill', 'expand', 'knowledg']"
Surprise and delight at discovering a hidden gem in the city.    ,2019-10-18 16:45:00, CityExplorer    ,Instagram,18,35,UK,2019,October,Friday,surpris delight discov hidden gem citi,0.5994,positive,"['surpris', 'delight', 'discov', 'hidden', 'gem', 'citi']"
A sense of accomplishment after completing a challenging workout.,2022-06-30 07:00:00, FitnessAchiever ,Facebook,22,45,Australia,2022,June,Thursday,sens accomplish complet challeng workout,0.4215,positive,"['sens', 'accomplish', 'complet', 'challeng', 'workout']"
Wonderment at the beauty of a double rainbow after the rain.     ,2017-06-12 18:20:00, RainbowChaser   ,Twitter,35,70,USA,2017,June,Monday,wonder beauti doubl rainbow rain,0.0,neutral,"['wonder', 'beauti', 'doubl', 'rainbow', 'rain']"
Optimism for a bright future amidst challenging times.           ,2021-07-05 09:30:00, FutureOptimist  ,Instagram,20,40,Canada,2021,July,Monday,optim bright futur amidst challeng time,0.4404,positive,"['optim', 'bright', 'futur', 'amidst', 'challeng', 'time']"
Pride in achieving a personal milestone in career progression.   ,2016-04-15 14:50:00, CareerAchiever  ,Facebook,28,55,UK,2016,April,Friday,pride achiev person mileston career progress,0.6369,positive,"['pride', 'achiev', 'person', 'mileston', 'career', 'progress']"
Happiness blooms like flowers in a garden on a sunny day.        ,2020-02-10 11:15:00, SunnyDayEnthusiast ,Twitter,15,30,India,2020,February,Monday,happi bloom like flower garden sunni day,0.3612,positive,"['happi', 'bloom', 'like', 'flower', 'garden', 'sunni', 'day']"
Elation over discovering a rare book in a quaint bookstore.      ,2018-09-22 16:30:00, Bookworm        ,Instagram,40,80,USA,2018,September,Saturday,elat discov rare book quaint bookstor,0.0,neutral,"['elat', 'discov', 'rare', 'book', 'quaint', 'bookstor']"
Curiosity piqued by the mysteries of an ancient archaeological site.,2015-11-08 10:00:00, ArchaeologyEnthusiast ,Facebook,18,35,Australia,2015,November,Sunday,curios piqu mysteri ancient archaeolog site,0.0,neutral,"['curios', 'piqu', 'mysteri', 'ancient', 'archaeolog', 'site']"
Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,2022-08-10 22:00:00, NightSkyObserver ,Instagram,25,50,Brazil,2022,August,Wednesday,mesmer cosmic danc firefli moonlit night,0.0,neutral,"['mesmer', 'cosmic', 'danc', 'firefli', 'moonlit', 'night']"
Intrigued by the symphony of colors in an abstract art exhibition. ,2019-04-05 17:30:00, ArtConnoisseur  ,Twitter,18,35,France,2019,April,Friday,intrigu symphoni color abstract art exhibit,0.0,neutral,"['intrigu', 'symphoni', 'color', 'abstract', 'art', 'exhibit']"
Giggles and joy echo in the air during a children's playdate.      ,2020-12-15 15:45:00, PlayfulParent   ,Facebook,22,45,Japan,2020,December,Tuesday,giggl joy echo air children playdat,0.5859,positive,"['giggl', 'joy', 'echo', 'air', 'children', 'playdat']"
Enveloped in serenity while practicing mindfulness by the lake.    ,2017-10-20 08:15:00, ZenSeeker       ,Instagram,35,70,Canada,2017,October,Friday,envelop seren practic mind lake,0.0,neutral,"['envelop', 'seren', 'practic', 'mind', 'lake']"
Chasing dreams like a kite soaring high in the vast open sky.      ,2021-02-28 13:00:00, SkyDreamer      ,Twitter,30,60,Australia,2021,February,Sunday,chase dream like kite soar high vast open sky,0.5423,positive,"['chase', 'dream', 'like', 'kite', 'soar', 'high', 'vast', 'open', 'sky']"
Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,2018-06-12 20:30:00, DanceEnthusiast ,Facebook,28,55,UK,2018,June,Tuesday,spellbound eleg ballroom danc crystal chandeli,0.0,neutral,"['spellbound', 'eleg', 'ballroom', 'danc', 'crystal', 'chandeli']"
Whimsical delight in a world of fairy tales and magical creatures.  ,2016-03-08 14:20:00, FairyTaleExplorer ,Instagram,20,40,USA,2016,March,Tuesday,whimsic delight world fairi tale magic creatur,0.5994,positive,"['whimsic', 'delight', 'world', 'fairi', 'tale', 'magic', 'creatur']"
